landmark_id,landmark_name,address,image_path,file_name,areaId
108,강남구청역,서울특별시 강남구 학동로 346,강남구청역_001_35270779.jpg,강남구청역_001_35270779.jpg,9
109,강남논현데이케어센터,서울특별시 강남구 논현로136길 5-8,강남논현데이케어센터_001_35271400.jpg,강남논현데이케어센터_001_35271400.jpg,9
110,강남도서관,서울특별시 강남구 삼성동 28,강남도서관_001_32152709.JPG,강남도서관_001_32152709.JPG,9
111,강남문화원,서울특별시 강남구 테헤란로8길 36(역삼동),강남문화원_002_37994239.jpg,강남문화원_002_37994239.jpg,9
112,강남서초교육지원청,서울특별시 강남구 삼성2동 28,강남서초교육지원청_001_35305852.jpg,강남서초교육지원청_001_35305852.jpg,9
113,강남세무서,서울특별시 강남구 학동로 425 강남세무서,강남세무서_001_35272066.jpg,강남세무서_001_35272066.jpg,9
114,강남세브란스병원,서울특별시 강남구 도곡동 146-92,강남세브란스병원_001_32007511.JPG,강남세브란스병원_001_32007511.JPG,9
115,강남스타일말춤손목조형물,서울특별시 강남구 영동대로 513,강남스타일_말춤_손목_조형물_001_33711353.JPG,강남스타일_말춤_손목_조형물_001_33711353.JPG,9
116,강남스포츠문화센터,서울특별시 강남구 수서동 718,(강남구)강남스포츠문화센터_001_34743460.jpg,(강남구)강남스포츠문화센터_001_34743460.jpg,9
117,강남역,서울특별시 강남구 강남대로 396,강남역_001_36228142.jpg,강남역_001_36228142.jpg,9
118,강남역사거리,서울특별시 서초구 서초동,강남역사거리_001_0.jpg,강남역사거리_001_0.jpg,10
119,강남을지대학교병원,서울특별시 강남구 도산대로 202 강남을지병원,강남을지대학교병원_009_35272819.jpg,강남을지대학교병원_009_35272819.jpg,9
120,강남중앙침례교회,서울특별시 강남구 학동로46길 5 교회,강남중앙침례교회_001_35273469.jpg,강남중앙침례교회_001_35273469.jpg,9
121,강남차병원,서울특별시 강남구 역삼동 650-11,강남 차병원(강남구)_001_39809273.jpg,강남 차병원(강남구)_001_39809273.jpg,9
122,강남청담문화센터,서울특별시 강남구 청담동 124-1,강남청담문화센터_001_36941310.jpg,강남청담문화센터_001_36941310.jpg,9
123,강남청소년수련관,서울특별시 강남구 영동대로131길 26 강남청소년수련관,강남청소년수련관_001_34743658.jpg,강남청소년수련관_001_34743658.jpg,9
124,강남패밀리호텔,서울특별시 강남구 봉은사로 143 운현오피스텔,강남패밀리호텔_001_35216398.jpg,강남패밀리호텔_001_35216398.jpg,9
125,강동구립해공도서관,서울특별시 강동구 천호동 360,(강동구)해공도서관_001_42032919.jpg,(강동구)해공도서관_001_42032919.jpg,17
126,강동구민회관,서울특별시 강동구 천호동 41,강동구민회관_001_38289884.JPG,강동구민회관_001_38289884.JPG,17
127,강동구청,서울특별시 강동구 성내동 540,강동구청_001_33649241.JPG,강동구청_001_33649241.JPG,17
128,강동롯데캐슬퍼스트,서울특별시 강동구 암사3동 고덕로 131,강동롯데캐슬퍼스트_002_0.jpg,강동롯데캐슬퍼스트_002_0.jpg,17
129,강동아트센터,서울특별시 강동구 상일동 477,강동아트센터_001_39809860.JPG,강동아트센터_001_39809860.JPG,17
130,강동어린이회관,서울특별시 강동구 성내로6길 16 강동어린이회관,강동어린이회관_002_38747060.jpg,강동어린이회관_002_38747060.jpg,17
131,강동예찬시비,서울특별시 강동구 천호동 471-192,강동예찬시비_001_40327254.JPG,강동예찬시비_001_40327254.JPG,17
132,강변어린이공원,서울특별시 용산구 이촌동 408,강변어린이공원_001_0.jpg,강변어린이공원_001_0.jpg,13
133,강북구청,서울특별시 강북구 도봉로89길 13 강북구청,강북구청_001_33988951.JPG,강북구청_001_33988951.JPG,6
134,강북문화예술회관,서울특별시 강북구 수유동 360-10,강북문화예술회관_001_32691917.JPG,강북문화예술회관_001_32691917.JPG,6
135,강북문화원,서울특별시 강북구 삼각산로 85(수유동),강북문화원_001_34731636.JPG,강북문화원_001_34731636.JPG,6
136,강북문화정보도서관,서울특별시 강북구 번동 산27-108,강북문화정보도서관_001_33789735.JPG,강북문화정보도서관_001_33789735.JPG,6
137,강북북부시장,서울특별시 강북구 한천로123길 26,강북 북부시장_003_34731042.JPG,강북 북부시장_003_34731042.JPG,6
138,강북삼성병원,서울특별시 종로구 평동 108-1,강북삼성병원_001_32913664.JPG,강북삼성병원_001_32913664.JPG,1
139,강북웰빙스포츠센터,서울특별시 강북구 번동 318,강북웰빙스포츠센터_002_34732375.JPG,강북웰빙스포츠센터_002_34732375.JPG,6
140,강서구립가양도서관,서울특별시 강서구 가양동 1493,강서구립가양도서관_001_32853902.JPG,강서구립가양도서관_001_32853902.JPG,18
141,강서구립등빛도서관,서울특별시 강서구 등촌동 690-1,강서구립등빛도서관_001_33841633.JPG,강서구립등빛도서관_001_33841633.JPG,18
